AccessionID,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
KC459058.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459059.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459060.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459061.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459062.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459063.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459064.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459065.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459066.1,Influenza A virus (A/Japan/510/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 510,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459067.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459068.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459069.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459070.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459071.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459072.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459073.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459074.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459075.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459076.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459077.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459078.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459079.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459080.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459081.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459082.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459083.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459084.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459085.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459086.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459087.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459088.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459089.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459090.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459091.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459092.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459093.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459094.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459095.1,Influenza A virus (A/Japan/504/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 504,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459097.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459098.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459099.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459100.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459101.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459102.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459103.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459104.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459105.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459106.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459107.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459108.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459109.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1362,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459110.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459111.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459112.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459113.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459114.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459115.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459117.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459118.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459119.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459120.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459121.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459122.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459123.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459124.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459125.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459126.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459127.1,Influenza A virus (A/Japan/498/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 498,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",6/11/2008,11/2/2013,ssRNA(-)
KC459128.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459129.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459130.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459131.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459132.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459133.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459134.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1407,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459135.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459136.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459137.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459138.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459139.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459140.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459141.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459142.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459143.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459144.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459145.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1362,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459146.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459147.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459148.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459149.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459150.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459151.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459153.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459154.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1362,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459155.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1365,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459156.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459157.1,Influenza A virus (A/Japan/479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 479,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
KC459158.1,Influenza A virus (A/Japan/472/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,extract 472,1356,partial,Japan,Japan,Homo sapiens,oronasopharynx,"Yates,P.J., Mehta,N., Horton,J., Tisdale,M.",9/10/2008,11/2/2013,ssRNA(-)
