AccessionID,Lineage,Species,Genotype,Isolate,GenBank_Title,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
KY586941.1,Dengue virus,Orthoflavivirus denguei,4,Ser4_Thailand_Bangkok_Seq78,"Dengue virus isolate Ser4_Thailand_Bangkok_Seq78 polyprotein gene, complete cds",10181,partial,Thailand,Thailand,Homo sapiens,,"Salje,H., Lessler,J., Berry,I., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Macareo,L., Yoon,I.-K., Sangarsang,A., Jarman,R., Cummings,D.",1998,8/3/2017,ssRNA(+)
KY586942.1,Dengue virus,Orthoflavivirus denguei,4,Ser4_Thailand_Bangkok_Seq79,"Dengue virus isolate Ser4_Thailand_Bangkok_Seq79 polyprotein gene, complete cds",10190,partial,Thailand,Thailand,Homo sapiens,,"Salje,H., Lessler,J., Berry,I., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Macareo,L., Yoon,I.-K., Sangarsang,A., Jarman,R., Cummings,D.",2006,8/3/2017,ssRNA(+)
KY586943.1,Dengue virus,Orthoflavivirus denguei,4,Ser4_Thailand_Bangkok_Seq80,"Dengue virus isolate Ser4_Thailand_Bangkok_Seq80 polyprotein gene, complete cds",10190,partial,Thailand,Thailand,Homo sapiens,,"Salje,H., Lessler,J., Berry,I., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Macareo,L., Yoon,I.-K., Sangarsang,A., Jarman,R., Cummings,D.",1995,8/3/2017,ssRNA(+)
KY586944.1,Dengue virus,Orthoflavivirus denguei,4,Ser4_Thailand_Bangkok_Seq81,"Dengue virus isolate Ser4_Thailand_Bangkok_Seq81 polyprotein gene, complete cds",10190,partial,Thailand,Thailand,Homo sapiens,,"Salje,H., Lessler,J., Berry,I., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Macareo,L., Yoon,I.-K., Sangarsang,A., Jarman,R., Cummings,D.",2001,8/3/2017,ssRNA(+)
KY586945.1,Dengue virus,Orthoflavivirus denguei,4,Ser4_Thailand_Bangkok_Seq82,"Dengue virus isolate Ser4_Thailand_Bangkok_Seq82 polyprotein gene, complete cds",10190,partial,Thailand,Thailand,Homo sapiens,,"Salje,H., Lessler,J., Berry,I., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Macareo,L., Yoon,I.-K., Sangarsang,A., Jarman,R., Cummings,D.",1998,8/3/2017,ssRNA(+)
KY586946.1,Dengue virus,Orthoflavivirus denguei,4,Ser4_Thailand_Bangkok_Seq83,"Dengue virus isolate Ser4_Thailand_Bangkok_Seq83 polyprotein gene, complete cds",10190,partial,Thailand,Thailand,Homo sapiens,,"Salje,H., Lessler,J., Berry,I., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Macareo,L., Yoon,I.-K., Sangarsang,A., Jarman,R., Cummings,D.",1998,8/3/2017,ssRNA(+)
KY627762.1,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,"Dengue virus type 2 strain 7869191/BF/2016, complete genome",10675,complete,Burkina Faso,Burkina Faso,Homo sapiens,blood,"Baronti,c., Piorkowski,G., Touret,F., Nougairede,A., de Lamballerie,X.",5/11/2016,3/3/2017,ssRNA(+)
KY627763.1,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,"Dengue virus type 2 strain 7754691/BF/2016, complete genome",10675,complete,Burkina Faso,Burkina Faso,Homo sapiens,blood,"Baronti,c., Piorkowski,G., Touret,F., Nougairede,A., de Lamballerie,X., baronti,c.",21/11/2016,3/3/2017,ssRNA(+)
KX459386.1,Dengue virus type 1,Orthoflavivirus denguei,,Gz-2/M/GZ/2014/DEV1,"Dengue virus type I isolate Gz-2/M/GZ/2014/DEV1, complete genome",10666,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX459387.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ-6/M/GZ/2014/DEV1,"Dengue virus type I isolate GZ-6/M/GZ/2014/DEV1, complete genome",10670,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX459388.1,Dengue virus type 1,Orthoflavivirus denguei,,Gz-7/M/GZ/2014/DEV1,"Dengue virus type I isolate Gz-7/M/GZ/2014/DEV1, complete genome",10666,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX459389.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ8_44/S/Tianhe/2014/DEV1,"Dengue virus type I isolate GZ8_44/S/Tianhe/2014/DEV1, complete genome",10664,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX459390.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ8_48/S/Yuexiu/2014/DEV1,"Dengue virus type I isolate GZ8_48/S/Yuexiu/2014/DEV1, complete genome",10668,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX459391.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ8_50/S/Zengcheng/2014/DEV1,"Dengue virus type I isolate GZ8_50/S/Zengcheng/2014/DEV1, complete genome",10623,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX459392.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ8_81/S/Panyu/2014/DEV1,"Dengue virus type I isolate GZ8_81/S/Panyu/2014/DEV1, complete genome",10673,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX621245.1,Dengue virus type 2,Orthoflavivirus denguei,2,2015-CZ-5,"Dengue virus type 2 isolate 2015-CZ-5, complete genome",10681,complete,China,China,Homo sapiens,,"Zhao,L.Z., Xie,T., Yu,L., Yin,Q.Q., Guan,Y.J., Zhou,X.H., Chen,X.G., Zhang,F.C.",2015,22/2/2017,ssRNA(+)
KX621246.1,Dengue virus type 2,Orthoflavivirus denguei,2,2015-CZ-7,"Dengue virus type 2 isolate 2015-CZ-7, complete genome",10681,complete,China,China,Homo sapiens,,"Zhao,L.Z., Xie,T., Yu,L., Yin,Q.Q., Guan,Y.J., Zhou,X.H., Chen,X.G., Zhang,F.C.",2015,22/2/2017,ssRNA(+)
KX621247.1,Dengue virus type 2,Orthoflavivirus denguei,2,2015-CZ-17,"Dengue virus type 2 isolate 2015-CZ-17, complete genome",10681,complete,China,China,Homo sapiens,,"Zhao,L.Z., Xie,T., Yu,L., Yin,Q.Q., Guan,Y.J., Zhou,X.H., Chen,X.G., Zhang,F.C.",2015,22/2/2017,ssRNA(+)
KX621248.1,Dengue virus type 2,Orthoflavivirus denguei,2,2015-CZ-23,"Dengue virus type 2 isolate 2015-CZ-23, complete genome",10681,complete,China,China,Homo sapiens,,"Zhao,L.Z., Xie,T., Yu,L., Yin,Q.Q., Guan,Y.J., Zhou,X.H., Chen,X.G., Zhang,F.C.",2015,22/2/2017,ssRNA(+)
KX621249.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ-4/M/GZ/2014/DEV1,"Dengue virus type I isolate GZ-4/M/GZ/2014/DEV1, complete genome",10643,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX621250.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ8_46/S/Haizhu/2014/DEV1,"Dengue virus type I isolate GZ8_46/S/Haizhu/2014/DEV1, complete genome",10649,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2014,22/2/2017,ssRNA(+)
KX621251.1,Dengue virus type 1,Orthoflavivirus denguei,,GZ8_55/S/Baiyun/2013/DEV1,"Dengue virus type I isolate GZ8_55/S/Baiyun/2013/DEV1, complete genome",10624,complete,China,China,Homo sapiens,,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2013,22/2/2017,ssRNA(+)
KX621252.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ8_84/S/GZ/2014/DEV1,"Dengue virus type I isolate GZ8_84/S/GZ/2014/DEV1, complete genome",10618,complete,China,China,Homo sapiens,,"Zhao,L.Z., Xie,T., Yu,L., Yin,Q.Q., Guan,Y.J., Zhou,X.H., Chen,X.G., Zhang,F.C.",2014,22/2/2017,ssRNA(+)
KX621253.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ-201601,"Dengue virus type I isolate GZ-201601, complete genome",10714,complete,China,China,Homo sapiens,,"Zhao,L.Z., Xie,T., Yu,L., Yin,Q.Q., Guan,Y.J., Zhou,X.H., Chen,X.G., Zhang,F.C.",,22/2/2017,ssRNA(+)
KX655786.1,Dengue virus type 2,Orthoflavivirus denguei,2,GZ8_12/S/Panyu/2014/DEV2,"Dengue virus type 2 isolate GZ8_12/S/Panyu/2014/DEV2, complete genome",10653,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2015,22/2/2017,ssRNA(+)
KX655787.1,Dengue virus type 2,Orthoflavivirus denguei,2,GZ8_15/S/GZ/2014/DEV2,"Dengue virus type 2 isolate GZ8_15/S/GZ/2014/DEV2, complete genome",10635,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2015,22/2/2017,ssRNA(+)
KX655788.1,Dengue virus type 2,Orthoflavivirus denguei,,GZ8_70/M/Baiyun/2013/DEV2,"Dengue virus type 2 isolate GZ8_70/M/Baiyun/2013/DEV2, complete genome",10668,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Zhang,F.",2015,22/2/2017,ssRNA(+)
LG230782.1,Dengue virus type 3,Orthoflavivirus denguei,,,KR 1020160027019-A/5: METHODS AND COMPOSITIONS FOR DENGUE VIRUS VACCINES,10718,partial,,,,,"Messer,W., Baric,R., Desilva,A., Yount,B.",,1/2/2017,ssRNA(+)
LG230783.1,Dengue virus type 1,Orthoflavivirus denguei,,,KR 1020160027019-A/6: METHODS AND COMPOSITIONS FOR DENGUE VIRUS VACCINES,10746,partial,,,,,"Messer,W., Baric,R., Desilva,A., Yount,B.",,1/2/2017,ssRNA(+)
KY415992.1,Dengue virus type 2,Orthoflavivirus denguei,,,"Dengue virus type 2 strain Homo sapiens/Haiti-0078/2014, complete genome",10724,complete,Haiti,Haiti,Homo sapiens,blood,"White,S.K., Morris,J.G. Jr., Elbadry,M.A., Beau De Rochars,M.V., Lednicky,J.A.",11/6/2014,28/1/2017,ssRNA(+)
KU509249.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-17388, complete genome",10582,complete,Jamaica,Jamaica,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2012,25/1/2017,ssRNA(+)
KU509250.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-17461, complete genome",10567,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2012,25/1/2017,ssRNA(+)
KU509251.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-3852, complete genome",10290,complete,Venezuela: Margarita Island,Venezuela,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509252.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-4876, complete genome",10554,complete,Venezuela,Venezuela,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509253.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-8356, complete genome",10624,complete,Indonesia: Bali,Indonesia,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509254.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-10429, complete genome",10569,complete,Venezuela,Venezuela,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2011,25/1/2017,ssRNA(+)
KU509255.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-16687, complete genome",10335,complete,India,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2011,25/1/2017,ssRNA(+)
KU509256.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-384, complete genome",10579,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509257.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-1990, complete genome",10586,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509258.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-2522, complete genome",10377,complete,Eritrea,Eritrea,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509259.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-2878, complete genome",10580,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509260.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-3616, complete genome",10378,complete,Cambodia,Cambodia,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509261.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-3746, complete genome",10583,complete,Indonesia: Bali,Indonesia,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509262.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-3845, complete genome",10586,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509263.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-18014, complete genome",10375,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2012,25/1/2017,ssRNA(+)
KU509264.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-18037, complete genome",10246,complete,Haiti,Haiti,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509265.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-18439, complete genome",10593,complete,,,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2012,25/1/2017,ssRNA(+)
KU509266.1,Dengue virus type 1,Orthoflavivirus denguei,1,,"Dengue virus type I strain DENV1-18805, complete genome",10665,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2012,25/1/2017,ssRNA(+)
KU509267.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-30, complete genome",10567,complete,Guatemala,Guatemala,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509268.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-671, complete genome",10523,complete,Indonesia: Bali,Indonesia,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509269.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-973, complete genome",10557,complete,Philippines,Philippines,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509270.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-979, complete genome",10536,complete,,,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2012,25/1/2017,ssRNA(+)
KU509271.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-2627, complete genome",10546,complete,India,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2006,25/1/2017,ssRNA(+)
KU509272.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-1365, complete genome",10262,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509273.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-3229, complete genome",10543,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2011,25/1/2017,ssRNA(+)
KU509274.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-3519, complete genome",10540,complete,Philippines,Philippines,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509275.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-3849, complete genome",10455,complete,Philippines,Philippines,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509276.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-3850, complete genome",10395,complete,Philippines,Philippines,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509277.1,Dengue virus type 2,Orthoflavivirus denguei,2,,"Dengue virus type 2 strain DENV2-14706, complete genome",10551,complete,Philippines,Philippines,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509278.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-254, complete genome",10270,complete,Barbados,Barbados,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2007,25/1/2017,ssRNA(+)
KU509279.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-632, complete genome",10312,complete,Philippines,Philippines,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509280.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-1631, complete genome",10261,complete,Thailand: Ko Samui,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2011,25/1/2017,ssRNA(+)
KU509281.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-2994, complete genome",10259,complete,India,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509282.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-3140, complete genome",10568,complete,Senegal,Senegal,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509283.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-3404, complete genome",10336,complete,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2006,25/1/2017,ssRNA(+)
KU509284.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-3847, complete genome",10490,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,25/1/2017,ssRNA(+)
KU509285.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-8561, complete genome",10492,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KU509286.1,Dengue virus type 3,Orthoflavivirus denguei,3,,"Dengue virus type 3 strain DENV3-9468, complete genome",10493,complete,India,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2011,25/1/2017,ssRNA(+)
KU509287.1,Dengue virus type 4,Orthoflavivirus denguei,4,,"Dengue virus type 4 strain DENV4-3274, complete genome",10505,complete,India,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2009,25/1/2017,ssRNA(+)
KU509288.1,Dengue virus type 4,Orthoflavivirus denguei,4,,"Dengue virus type 4 strain DENV4-61120, complete genome",10500,complete,Indonesia: Bali,Indonesia,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2010,25/1/2017,ssRNA(+)
KT424097.1,Dengue virus type 3,Orthoflavivirus denguei,,Pythium,"Dengue virus type 3 isolate Pythium, complete genome",10681,complete,Thailand,Thailand,,,"Cho,W.K., Jo,Y., Choi,H.",28/8/2014,24/1/2017,ssRNA(+)
KX225483.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ8_2/S/Yuexiu/2014/DEV1,"Dengue virus type I isolate GZ8_2/S/Yuexiu/2014/DEV1, complete genome",10651,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Hong,W., Zhang,F.",2015,23/1/2017,ssRNA(+)
KX225484.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ8_9/S/Yuexiu/2014/DEV1,"Dengue virus type I isolate GZ8_9/S/Yuexiu/2014/DEV1, complete genome",10692,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Hong,W., Zhang,F.",2015,23/1/2017,ssRNA(+)
KX225485.1,Dengue virus type 2,Orthoflavivirus denguei,2,GZ8_13/S/Yuexiu/2014/DEV2,"Dengue virus type 2 isolate GZ8_13/S/Yuexiu/2014/DEV2, complete genome",10668,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Hong,W., Zhang,F.",2015,23/1/2017,ssRNA(+)
KX225486.1,Dengue virus type 2,Orthoflavivirus denguei,2,GZ8_19/S/Haizhu/2014/DEV2,"Dengue virus type 2 isolate GZ8_19/S/Haizhu/2014/DEV2, complete genome",10631,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Hong,W., Zhang,F.",2015,23/1/2017,ssRNA(+)
KX225487.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ8_53/S/Liwan/2013/DEV1,"Dengue virus type I isolate GZ8_53/S/Liwan/2013/DEV1, complete genome",10618,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Hong,W., Zhang,F.",2015,23/1/2017,ssRNA(+)
KX225488.1,Dengue virus type 1,Orthoflavivirus denguei,1,GZ8_59/S/Dongshan/2013/DEV1,"Dengue virus type I isolate GZ8_59/S/Dongshan/2013/DEV1, complete genome",10692,complete,China,China,Homo sapiens,blood,"Zhao,L., Yu,L., Guan,Y., Hong,W., Zhang,F.",2015,23/1/2017,ssRNA(+)
